都道府県,市区町村,町名,丁目,番地,号,建物名,価格,最寄駅,物件タイプ,敷地面積
神奈川県,藤沢市,善行,7,13,16,渋谷ヒカリエ,82096710,根岸駅,店舗,3417
福岡県,飯塚市,新飯塚,4,19,12,永田町グリッド,85164320,西鉄柳川駅,一戸建て,1381
愛知県,一宮市,妙興寺,1,19,8,新宿野村ビル,93227250,犬山駅,アパート,1710
福岡県,福岡市,天神,4,14,1,秋葉原UDX,60022100,薬院駅,店舗,1843
千葉県,柏市,柏,8,20,20,日本テレビタワー,55193780,海浜幕張駅,一戸建て,3650
神奈川県,川崎市,溝の口,7,30,4,御茶ノ水ソラシティ,54470500,小田原駅,オフィスビル,1537
埼玉県,川口市,東川口,7,20,4,東急キャピトルタワー,91055720,川越駅,アパート,2778
東京都,中央区,日本橋,5,3,11,赤坂インターシティAIR,97809160,代々木駅,アパート,2726
埼玉県,川口市,西川口,4,22,9,代々木ゼミナール本館,80471650,武蔵浦和駅,店舗,430
福岡県,久留米市,田主丸,7,11,11,東京オペラシティタワー,14002540,西鉄柳川駅,アパート,3032
埼玉県,さいたま市,大宮,9,16,17,東京サンケイビル,73583320,所沢駅,店舗,1245
東京都,中央区,日本橋,4,16,15,東京ガーデンテラス紀尾井町,45438960,銀座駅,マンション,3607
千葉県,松戸市,常盤平,2,16,4,恵比寿プライムスクエアタワー,93416130,船橋駅,オフィスビル,3930
神奈川県,横須賀市,衣笠,4,19,13,キャピタルゲートプレイス,33731440,武蔵小杉駅,マンション,4498
埼玉県,越谷市,北越谷,9,20,9,東京ミッドタウン,53584080,朝霞台駅,一戸建て,3975
埼玉県,川口市,西川口,5,13,15,東京タワー,27892820,鳩ヶ谷駅,マンション,4400
東京都,港区,白金,4,21,2,パシフィックセンチュリープレイス丸の内,37529980,銀座駅,オフィスビル,1010
大阪府,堺市,深井,8,12,1,豊洲市場,94403780,岸和田駅,店舗,1498
福岡県,久留米市,田主丸,10,5,11,霞が関ビルディング,84382540,西鉄柳川駅,店舗,461
埼玉県,さいたま市,与野,2,12,2,新宿センタービル,77864470,朝霞台駅,一戸建て,3614
東京都,中央区,日本橋,3,29,11,浅草文化観光センター,98670300,立川駅,マンション,3884
東京都,渋谷区,恵比寿,1,14,9,品川シーサイド,82061980,八王子駅,マンション,1460
東京都,千代田区,秋葉原,5,23,12,アークヒルズ,30674650,立川駅,オフィスビル,3988
東京都,渋谷区,渋谷,6,19,8,東京スクエアガーデン,14543270,大崎駅,オフィスビル,995
福岡県,大牟田市,諏訪,3,30,6,虎ノ門ヒルズ,51457880,箱崎駅,アパート,1337
神奈川県,川崎市,新百合ヶ丘,4,14,7,東急プラザ表参道原宿,94398270,横須賀中央駅,一戸建て,4610
神奈川県,横浜市,みなとみらい,2,20,1,秋葉原UDX,88125500,本厚木駅,一戸建て,3254
大阪府,堺市,鳳,7,13,12,世界貿易センタービル,20606110,本町駅,店舗,1732
埼玉県,川越市,南古谷,1,9,9,アークヒルズ,43959730,北越谷駅,一戸建て,1148
福岡県,大牟田市,勝立,3,21,2,恵比寿プライムスクエアタワー,35413820,香椎駅,マンション,321
東京都,中央区,八丁堀,1,13,11,東京スクエアガーデン,51026120,吉祥寺駅,一戸建て,2566
福岡県,福岡市,香椎,3,2,14,東京モード学園コクーンタワー,89009010,香椎駅,店舗,3393
千葉県,船橋市,三咲,2,16,3,代々木ゼミナール本館,99292900,海浜幕張駅,店舗,167
千葉県,柏市,柏の葉キャンパス,9,10,3,明治生命館,89443350,船橋駅,オフィスビル,4703
千葉県,柏市,南柏,3,3,18,グラントウキョウノースタワー,35703060,新浦安駅,アパート,1394
神奈川県,茅ヶ崎市,浜竹,4,22,9,東京スクエアガーデン,19807650,登戸駅,マンション,4906
埼玉県,さいたま市,浦和美園,8,5,12,二子玉川ライズ,83089620,さいたま新都心駅,アパート,389
埼玉県,川口市,西川口,4,11,1,東京ガーデンテラス紀尾井町,75893240,武蔵浦和駅,マンション,2196
神奈川県,川崎市,登戸,9,1,17,東京駅丸の内駅舎,64265800,新横浜駅,アパート,272
埼玉県,川越市,川越,10,17,18,丸の内ブリックスクエア,85045930,朝霞台駅,マンション,108
大阪府,豊中市,豊中,9,15,3,大手町プレイス,73630430,心斎橋駅,マンション,2610
埼玉県,さいたま市,浦和美園,5,26,1,東京スカイツリー,84357070,新座駅,一戸建て,3471
神奈川県,茅ヶ崎市,茅ヶ崎南,8,28,14,渋谷スクランブルスクエア,29636880,桜木町駅,オフィスビル,2130
神奈川県,横須賀市,衣笠,6,20,17,東京ポートシティ竹芝,11235960,鶴見駅,アパート,4986
神奈川県,藤沢市,湘南台,7,13,9,グラントウキョウノースタワー,42745770,新横浜駅,マンション,246
神奈川県,横浜市,青葉台,9,16,13,新宿野村ビル,17692920,武蔵小杉駅,一戸建て,444
千葉県,柏市,柏の葉キャンパス,2,21,9,品川シーサイド,38065880,船橋駅,店舗,165
埼玉県,越谷市,大袋,5,7,2,日本橋高島屋三井ビルディング,85703980,東松山駅,アパート,177
埼玉県,川口市,鳩ヶ谷,5,14,1,汐留シオサイト,23055480,北越谷駅,アパート,4888
東京都,中央区,八丁堀,5,23,8,東京ワールドゲート,72848780,新宿駅,店舗,402
神奈川県,横須賀市,衣笠,2,26,11,渋谷ストリーム,87248480,横浜駅,マンション,4009
福岡県,北九州市,八幡,2,14,2,丸の内ブリックスクエア,20393030,門司港駅,アパート,4606
大阪府,吹田市,江坂,1,26,15,有明ガーデン,52092410,なんば駅,マンション,1969
千葉県,千葉市,美浜,3,27,14,羽田イノベーションシティ,83374550,南柏駅,アパート,196
千葉県,市川市,行徳,9,23,14,品川インターシティ,25018840,市川駅,オフィスビル,832
東京都,渋谷区,渋谷,3,15,16,東京ドームシティ,15939700,銀座駅,一戸建て,4441
千葉県,船橋市,西船橋,10,11,19,東京国際フォーラム,11533770,東松戸駅,店舗,730
大阪府,吹田市,江坂,2,24,12,赤坂ACTシアター,99635440,江坂駅,アパート,3301
埼玉県,川越市,古谷,10,4,11,代々木ゼミナール本館,97655150,東松山駅,マンション,1877
千葉県,船橋市,西船橋,10,27,5,東京オペラシティタワー,81899420,西船橋駅,マンション,1218
大阪府,豊中市,服部,5,27,2,東京オペラシティ,83392130,江坂駅,マンション,3610
東京都,渋谷区,代々木,4,10,11,渋谷マークシティ,53707350,東京駅,マンション,1911
埼玉県,川越市,古谷,3,30,1,霞が関ビルディング,99032380,南浦和駅,一戸建て,4296
埼玉県,所沢市,新所沢,7,17,13,日本橋高島屋三井ビルディング,29624690,新座駅,一戸建て,849
愛知県,一宮市,名鉄一宮,8,21,10,浜松町ビルディング,51614060,大曽根駅,マンション,1901
愛知県,岡崎市,東岡崎,6,26,4,東京スカイツリー,13097140,鶴舞駅,アパート,4091
東京都,渋谷区,代官山,7,19,8,日本橋高島屋三井ビルディング,18902910,渋谷駅,アパート,4911
愛知県,一宮市,尾張一宮,5,30,1,秋葉原ダイビル,39710900,新瀬戸駅,店舗,2746
東京都,港区,赤坂,5,17,14,世界貿易センタービル,13996400,大崎駅,オフィスビル,1583
愛知県,岡崎市,東岡崎,2,12,2,新丸の内ビルディング,41780220,大曽根駅,マンション,3294
神奈川県,横須賀市,久里浜,6,15,20,二子玉川ライズ,53473490,大船駅,アパート,4338
千葉県,千葉市,千葉中央,9,26,2,東京オペラシティタワー,41785860,南柏駅,アパート,224
福岡県,福岡市,西新,1,21,20,日本橋高島屋三井ビルディング,62805120,折尾駅,店舗,3941
神奈川県,藤沢市,辻堂,4,1,7,池袋サンシャインシティ,72658770,武蔵小杉駅,マンション,734
神奈川県,藤沢市,湘南台,1,18,7,浜松町ビルディング,91861470,登戸駅,マンション,3129
神奈川県,横浜市,戸塚,2,14,20,東京ガーデンテラス紀尾井町,57865690,本厚木駅,マンション,1995
神奈川県,藤沢市,善行,2,24,5,汐留メディアタワー,32083010,川崎駅,アパート,3806
埼玉県,さいたま市,岩槻,4,14,11,晴海トリトンスクエア,92514360,南浦和駅,マンション,797
東京都,港区,麻布,8,8,3,東京ガーデンテラス紀尾井町,23668320,吉祥寺駅,店舗,1994
大阪府,大阪市中央区,難波,2,27,7,汐留メディアタワー,87374590,高槻駅,アパート,4837
大阪府,堺市,堺東,9,2,20,東京スカイツリー,80254380,なんば駅,アパート,4919
千葉県,柏市,北柏,5,1,19,新宿アイランドタワー,73707380,新松戸駅,店舗,3421
大阪府,大阪市北区,梅田,6,14,4,品川インターシティ,67632470,岸和田駅,一戸建て,3533
千葉県,市川市,市川,5,29,8,新宿住友ビル,36550130,南柏駅,マンション,1727
愛知県,一宮市,木曽川,10,30,4,新宿野村ビル,33774770,犬山駅,アパート,2853
大阪府,大阪市中央区,堺筋本町,1,7,5,テレビ朝日本社ビル,19869630,本町駅,アパート,4487
大阪府,大阪市北区,梅田,9,5,8,二子玉川ライズ,79743060,新大阪駅,マンション,4312
東京都,千代田区,神田,2,13,13,霞が関ビルディング,63745710,恵比寿駅,アパート,3179
神奈川県,藤沢市,藤沢,9,17,11,新宿パークタワー,59632120,小田原駅,店舗,459
愛知県,岡崎市,美合,3,28,2,文京シビックセンター,48444550,豊田市駅,アパート,4913
千葉県,松戸市,北松戸,7,7,6,アークヒルズ仙石山森タワー,45731980,津田沼駅,一戸建て,2243
東京都,渋谷区,渋谷,10,26,2,表参道ヒルズ,48012410,吉祥寺駅,オフィスビル,2682
神奈川県,横須賀市,横須賀中央,3,3,10,東京ミッドタウン,29365990,本厚木駅,マンション,4094
福岡県,福岡市,姪浜,9,14,16,大手町タワー,50327970,新飯塚駅,オフィスビル,3794
福岡県,飯塚市,飯塚,6,1,13,羽田イノベーションシティ,81945690,折尾駅,一戸建て,3298
大阪府,堺市,鳳,9,24,15,東京交通会館,33403390,鶴橋駅,マンション,3733
千葉県,市川市,妙典,2,4,6,赤坂ACTシアター,79348780,北習志野駅,一戸建て,3843
神奈川県,川崎市,登戸,5,11,11,六本木グランドタワー,71562360,武蔵小杉駅,一戸建て,779
埼玉県,さいたま市,浦和美園,3,7,10,赤坂サカス,70151380,南浦和駅,一戸建て,2186
千葉県,船橋市,西船橋,9,1,12,二子玉川ライズ,75695660,稲毛駅,マンション,4963
東京都,中央区,銀座,4,14,16,東京サンケイビル,49165270,大崎駅,アパート,4530
東京都,港区,芝,2,29,10,日本橋高島屋三井ビルディング,99765660,品川駅,店舗,1780
大阪府,大阪市北区,中之島,4,29,15,丸ビル,24246980,大阪駅,アパート,2043
東京都,中央区,日本橋,8,3,1,新宿住友ビル,51979440,立川駅,アパート,1615
東京都,千代田区,丸の内,5,24,11,銀座シックス,35585960,大崎駅,マンション,4986
埼玉県,川口市,川口,8,16,5,恵比寿プライムスクエアタワー,36687920,新所沢駅,オフィスビル,3593
大阪府,豊中市,豊中,7,29,2,新宿パークタワー,80407980,心斎橋駅,一戸建て,1411
埼玉県,越谷市,南越谷,5,19,17,東京サンケイビル,85086870,大宮駅,アパート,1279
千葉県,松戸市,北松戸,9,8,12,浜松町ビルディング,23454410,八柱駅,店舗,2714
神奈川県,茅ヶ崎市,茅ヶ崎南,4,14,5,丸の内ブリックスクエア,69378430,大船駅,アパート,388
大阪府,堺市,泉ヶ丘,8,7,1,大手町プレイス,81757510,天王寺駅,アパート,4815
愛知県,豊田市,土橋,3,19,15,国会議事堂,19529600,名古屋駅,一戸建て,1311
福岡県,北九州市,戸畑,10,4,17,新宿パークタワー,71110300,薬院駅,一戸建て,654
東京都,千代田区,霞が関,6,1,17,渋谷ヒカリエ,76381450,渋谷駅,店舗,2266
千葉県,市川市,本八幡,2,30,13,渋谷ストリーム,41661640,幕張駅,オフィスビル,385
東京都,渋谷区,渋谷,7,3,6,表参道ヒルズ,60986290,恵比寿駅,店舗,4320
東京都,新宿区,四谷,5,19,14,新宿パークタワー,27062890,上野駅,アパート,305
千葉県,柏市,新柏,5,27,16,秋葉原UDX,22858350,稲毛駅,オフィスビル,66
神奈川県,茅ヶ崎市,浜竹,9,29,8,品川シーサイド,19033820,相模大野駅,一戸建て,4038
愛知県,春日井市,味美,1,21,18,アトレ恵比寿,90051780,鳴海駅,店舗,3049
大阪府,大阪市中央区,難波,1,12,12,銀座シックス,10820440,和泉府中駅,店舗,4295
埼玉県,川口市,東川口,8,6,8,世界貿易センタービル,55537550,南浦和駅,アパート,3760
福岡県,福岡市,香椎,7,10,18,赤坂ACTシアター,51264570,赤坂駅,マンション,76
千葉県,柏市,新柏,8,27,9,恵比寿プライムスクエアタワー,47084740,松戸駅,一戸建て,1570
大阪府,吹田市,北千里,2,27,16,秋葉原ダイビル,41124490,新大阪駅,オフィスビル,4764
埼玉県,所沢市,西所沢,1,7,1,赤坂Bizタワー,35686480,新座駅,店舗,73
福岡県,北九州市,戸畑,9,13,7,国立代々木競技場,81926580,折尾駅,一戸建て,1567
福岡県,北九州市,門司港,6,5,2,新宿センタービル,93858340,小倉駅,マンション,3726
福岡県,飯塚市,鯰田,9,3,14,東京ビッグサイト,27735240,小倉駅,店舗,1547
神奈川県,横浜市,みなとみらい,7,22,9,新宿アイランドタワー,51618970,関内駅,一戸建て,2464
神奈川県,川崎市,新百合ヶ丘,7,25,17,アーバンドック ららぽーと豊洲,38428090,川崎駅,オフィスビル,451
埼玉県,川口市,鳩ヶ谷,7,1,20,渋谷マークシティ,56909680,川口駅,オフィスビル,4088
埼玉県,川口市,東川口,5,7,10,丸ビル,94506830,川越駅,マンション,3498
埼玉県,さいたま市,浦和美園,5,19,8,日本橋三井タワー,67260630,川越駅,アパート,4018
大阪府,大阪市北区,大淀,5,10,8,グランパークタワー,52200050,難波駅,一戸建て,2620
千葉県,市川市,行徳,1,6,5,御茶ノ水ソラシティ,60969520,稲毛駅,アパート,4181
神奈川県,横浜市,新横浜,7,3,11,国立代々木競技場,31579570,新横浜駅,マンション,4292
愛知県,春日井市,高蔵寺,10,25,9,東京駅丸の内駅舎,96310410,有松駅,マンション,921
愛知県,岡崎市,岡崎,10,4,2,日比谷国際ビル,75475680,刈谷駅,オフィスビル,4103
千葉県,松戸市,八柱,6,26,11,新宿パークタワー,32297130,千葉駅,一戸建て,1272
神奈川県,茅ヶ崎市,浜竹,4,27,11,秋葉原ダイビル,83982830,藤沢駅,マンション,359
大阪府,吹田市,北千里,7,21,14,東京ドームシティ,67770510,心斎橋駅,店舗,119
千葉県,松戸市,北松戸,5,13,1,秋葉原ダイビル,70548670,成田駅,オフィスビル,396
東京都,渋谷区,渋谷,3,18,2,虎ノ門ヒルズ,55969030,恵比寿駅,店舗,4406
神奈川県,茅ヶ崎市,茅ヶ崎南,2,25,16,虎ノ門ヒルズ,51641940,藤沢駅,オフィスビル,280
埼玉県,川越市,川越,3,29,17,二子玉川ライズ,37027170,新座駅,一戸建て,3884
神奈川県,横浜市,青葉台,7,19,2,秋葉原ダイビル,15531430,戸塚駅,一戸建て,2393
東京都,新宿区,西新宿,4,12,1,東京オペラシティ,62466680,高田馬場駅,店舗,4113
神奈川県,横須賀市,久里浜,5,24,7,サンシャイン60,23675510,溝の口駅,アパート,78
神奈川県,横須賀市,衣笠,10,19,19,新丸の内ビルディング,25001190,鶴見駅,オフィスビル,2324
千葉県,船橋市,船橋,8,26,16,東京駅丸の内駅舎,29508070,海浜幕張駅,マンション,1942
埼玉県,所沢市,小手指,10,27,3,コレド室町,76898860,南浦和駅,一戸建て,710
福岡県,飯塚市,菰田,10,7,19,グラントウキョウノースタワー,40113470,折尾駅,マンション,1584
大阪府,大阪市北区,扇町,1,7,13,東京モード学園コクーンタワー,18998430,なんば駅,アパート,923
大阪府,大阪市北区,扇町,10,27,1,羽田イノベーションシティ,69927360,難波駅,アパート,2406
